140.19,93.151,30.49,17.509
139.55,92.575,30.97,17.465
139.02,92.368,31.66,17.852
140.22,92.52,31.88,17.79
140.33,92.553,31.64,17.817
141.31,92.656,31.51,17.704
142.41,92.944,30.46,16.996
143.29,92.828,30.45,16.982
143.62,92.674,30.92,17.296
144.08,92.823,31.44,17.427
145.05,92.533,32.02,18.027
146.03,92.612,32.18,17.928
146.97,93.088,31.91,17.332
148.14,93.161,31.58,17.169
149.32,93.108,31.58,17.172
150.0,91.143,30.14,16.427
151.36,91.105,30.09,16.395
152.73,91.141,29.96,16.319
154.2,91.447,29.89,16.283
155.78,91.509,29.68,16.181
157.12,91.44,29.71,16.19
157.74,91.131,30.59,16.629
158.41,90.656,31.4,17.054
160.46,90.417,31.72,17.423
160.85,90.443,32.77,17.757
161.12,89.367,34.16,20.233
161.98,88.494,34.56,20.346
163.33,89.232,34.18,18.978
165.25,89.438,33.75,18.302
166.04,89.391,34.13,18.869
167.33,88.968,34.34,18.982
168.09,89.131,34.58,18.769
168.96,89.084,35.09,19.316
169.51,88.773,35.68,19.717
171.93,88.822,35.67,19.528
172.13,88.786,35.33,19.554
173.49,88.944,35.16,19.506
175.68,89.224,34.84,18.906
176.75,89.347,34.59,18.773
177.86,89.563,34.44,18.707
177.87,89.669,34.09,18.791
178.99,89.905,33.94,18.685
180.32,89.948,34.2,19.152
179.97,90.006,35.12,19.454
181.01,89.863,35.49,19.217
181.51,89.526,35.4,19.164
181.65,89.527,35.3,19.093
182.17,89.496,35.63,19.264
183.31,89.221,35.6,19.709
183.2,90.063,35.62,19.417
183.36,90.116,35.58,19.304
184.29,90.103,35.64,19.247
184.23,90.203,35.67,19.277
184.53,88.782,36.59,20.788
184.68,88.492,36.45,21.458
185.04,88.614,36.47,21.356
185.16,88.629,36.44,21.411
185.55,88.313,36.89,21.847
186.07,88.599,37.11,21.981
186.36,88.319,36.63,21.501
186.86,87.513,37.07,22.087
187.94,86.563,37.05,22.037
187.69,86.235,36.59,20.455
188.63,84.193,36.5,20.647
188.99,83.565,35.86,19.555
189.43,83.0,30.14,16.0
189.33,81.887,29.38,15.724
189.57,81.961,29.0,15.555
188.17,82.403,30.4,16.411
188.05,83.39,31.92,17.209
188.88,84.799,32.27,17.321
189.01,86.428,32.95,17.602
190.15,87.202,32.85,17.688
190.81,87.928,33.25,17.712
191.09,88.043,33.5,17.727
191.42,87.31,34.61,18.39
192.05,87.454,34.29,18.366
192.09,87.015,33.73,17.865
192.35,87.175,33.46,17.735
192.56,87.083,33.14,17.637
192.83,87.234,33.17,17.686
193.42,88.361,32.56,17.269
192.74,89.03,33.96,18.08
192.69,88.732,34.3,18.238
191.57,89.579,35.88,19.121
192.44,89.076,35.22,20.074
192.55,89.175,35.13,19.885
192.09,88.629,35.52,20.881
191.67,88.412,35.51,21.198
191.34,87.891,36.07,20.989
191.34,87.588,35.78,21.482
191.32,87.623,35.71,21.347
191.29,87.957,35.85,21.403
190.81,87.14,35.19,21.52
190.47,86.878,35.79,22.642
190.24,86.964,36.15,22.996
190.62,87.153,35.39,22.877
189.77,86.373,36.83,22.967
189.23,86.181,37.43,23.399
189.55,86.332,36.78,22.958
191.57,88.143,31.0,17.717
191.85,87.794,31.66,18.226
192.15,87.832,31.33,18.508
192.53,87.868,31.18,18.432
191.69,87.71,31.85,18.8
191.61,87.271,32.44,19.289
191.31,87.185,33.21,19.275
191.25,87.151,33.34,19.339
191.52,87.118,33.4,19.362
191.45,87.072,34.0,19.728
191.53,87.009,34.44,19.971
191.6,87.232,34.74,20.218
191.7,87.11,34.97,20.46
191.96,87.064,35.14,20.556
192.21,86.924,35.21,20.836
192.18,86.877,35.3,21.003
192.24,86.917,35.3,20.833
192.22,87.099,35.01,20.281
191.51,86.481,36.2,20.889
191.22,86.743,36.09,20.887
191.86,87.019,36.18,20.871
192.32,86.955,36.22,20.895
192.08,85.782,36.24,20.638
192.48,85.784,36.25,20.666
192.86,85.797,36.09,20.553
193.08,86.156,35.92,20.414
193.65,86.462,35.13,20.088
193.92,86.606,34.6,19.754
194.21,86.845,34.04,19.425
194.55,86.835,33.73,19.285
194.74,86.872,33.48,19.108
195.14,86.869,33.3,19.101
195.38,86.857,33.3,19.093
195.68,87.039,32.73,18.601
196.39,87.506,31.66,18.134
197.36,87.436,30.51,17.284
198.28,87.142,30.68,17.658
198.54,86.429,30.51,17.571
197.36,86.635,31.08,17.655
196.63,86.094,31.78,18.036
196.57,86.206,31.67,17.894
196.52,86.245,31.58,17.785
196.59,86.266,31.61,17.834
196.67,86.274,31.56,17.816
196.13,86.0,32.33,18.25
195.85,86.16,31.85,17.96
196.26,86.431,31.13,17.599
195.7,86.484,31.45,17.716
194.79,85.564,31.24,17.906
195.48,85.962,30.62,17.758
194.43,85.536,31.24,17.984
194.39,84.956,30.21,17.474
194.64,84.734,29.65,17.036
194.0,84.664,30.21,17.276
194.44,84.677,30.19,17.283
192.43,82.571,28.86,16.0
193.06,82.075,29.18,16.182
191.75,82.288,29.01,16.661
192.61,82.119,29.12,17.171
191.19,82.439,28.99,16.828
191.4,82.687,29.05,16.145
190.91,82.519,30.03,16.669
190.41,82.884,31.16,17.338
189.92,83.018,31.51,17.532
189.77,83.41,31.68,17.62
189.78,82.804,31.23,17.414
189.91,82.772,30.87,17.633
189.83,82.582,31.06,17.914
189.79,82.592,31.21,17.913
189.67,82.526,31.38,18.055
190.04,82.544,31.49,18.003
190.27,82.515,31.11,18.008
190.28,82.546,31.05,17.929
190.38,82.557,30.92,17.951
190.87,82.59,30.91,17.943
190.85,82.604,30.92,17.991
191.31,82.713,30.93,18.04
191.28,82.7,30.95,18.027
191.35,82.654,30.87,17.955
191.61,82.433,30.96,18.245
193.1,82.622,31.01,17.916
193.24,82.736,31.07,17.524
193.37,82.673,31.37,17.696
193.76,82.721,31.45,17.486
193.88,82.44,31.58,18.23
194.0,82.407,31.74,18.367
194.47,82.08,31.86,18.202
195.37,82.106,31.84,18.084
196.57,81.914,31.92,18.42
196.82,82.278,31.65,17.506
197.92,82.506,31.41,17.462
199.07,82.76,31.03,17.247
199.4,82.954,30.58,16.987
199.58,82.944,30.34,16.821
200.16,83.763,31.19,17.287
198.58,83.484,24.66,14.653
198.88,84.09,23.45,13.744
200.16,83.589,23.57,15.032
199.85,83.894,25.1,13.812
201.99,83.589,22.96,14.422
201.68,83.894,23.27,13.507
201.38,83.894,23.88,15.032
201.38,83.894,24.79,14.727
203.21,84.199,23.88,14.117
202.6,84.199,26.01,14.422
203.51,84.504,25.41,14.117
203.21,84.809,25.71,13.507
205.65,84.504,22.96,13.202
205.34,84.504,23.88,13.507
205.34,84.809,23.58,12.897
206.87,84.199,25.1,13.812
208.3,84.263,26.84,16.277
208.58,84.295,26.79,16.181
208.52,84.605,26.45,15.789
208.79,85.378,26.52,16.022
209.81,85.334,27.01,16.286
210.36,85.5,26.91,16.15
211.76,85.516,26.8,16.134
212.74,85.504,26.8,16.256
212.95,85.748,26.41,15.892
213.02,85.793,26.3,15.807
214.32,86.111,25.57,15.229
214.46,86.158,25.47,15.302
214.67,86.566,25.11,15.114
215.81,86.658,24.77,14.792
216.79,86.472,25.03,15.138
216.42,85.991,26.0,15.779
216.28,85.593,26.81,16.477
216.6,85.651,26.95,16.409
216.82,85.426,27.28,16.624
217.13,85.134,27.85,17.106
217.64,84.82,28.77,17.63
216.1,84.284,30.21,18.456
215.97,83.853,30.97,19.057
215.96,83.884,30.08,18.616
216.74,84.022,30.07,18.638
216.73,84.119,29.93,18.671
217.57,84.052,30.09,18.778
218.45,84.422,29.92,18.418
218.43,84.365,30.09,18.525
218.79,84.504,30.23,18.586
218.74,84.448,30.4,18.692
219.89,84.453,29.95,18.617
220.72,84.735,29.02,18.075
222.85,84.894,27.33,17.216
223.12,85.132,26.98,16.988
223.29,85.227,26.77,16.903
223.62,85.64,26.03,16.35
224.16,85.844,25.67,16.026
225.46,85.93,25.32,15.8
226.51,85.963,25.19,15.777
225.33,85.475,26.17,16.415
226.3,85.913,26.19,16.457
226.75,86.058,25.97,16.342
226.16,85.784,27.08,16.976
225.84,85.315,28.18,17.725
225.55,84.83,29.33,18.57
225.81,84.901,29.5,18.599
227.11,85.059,29.63,18.601
227.11,85.087,29.8,18.743
226.95,85.619,29.69,18.651
227.2,85.237,29.92,18.743
227.55,84.999,30.32,18.931
227.0,85.318,30.47,18.872
227.42,85.372,30.72,18.998
227.75,85.434,31.02,19.146
227.28,85.088,31.16,19.152
226.69,84.994,31.35,19.166
226.97,85.25,30.72,18.79
228.03,85.631,29.57,18.119
229.16,86.022,28.45,17.478
229.33,86.299,27.95,17.171
229.62,86.428,27.47,16.922
231.56,86.9,25.23,15.46
231.95,87.066,24.7,15.184
231.52,87.522,24.92,15.118
223.25,86.607,23.59,13.519
222.94,86.912,22.99,12.603
223.25,87.218,20.54,12.603
223.55,86.912,22.07,12.298
223.55,86.912,22.07,12.909
223.25,87.523,22.37,12.603
222.03,87.523,22.98,13.517
223.55,87.828,19.32,13.212
222.03,88.134,19.62,12.297
222.33,87.523,20.85,13.214
220.81,87.218,21.15,13.213
219.89,86.607,23.59,14.433
220.81,87.523,22.06,12.908
220.19,87.218,21.16,14.432
221.72,87.523,20.54,12.908
220.19,87.828,22.07,13.212
219.28,87.218,21.15,13.822
219.89,87.523,21.46,14.127
218.36,87.828,22.99,12.603
218.06,87.828,20.84,12.603
216.23,87.218,23.29,13.213
216.84,87.523,22.98,12.603
216.53,87.523,21.76,11.382
215.92,87.523,23.29,11.687
215.92,87.218,23.29,12.603
215.61,86.912,23.29,12.298
215.61,88.134,23.29,11.076
214.7,87.523,23.59,12.603
214.39,87.828,23.29,12.603
215.61,87.523,23.91,13.214
215.31,87.523,23.29,14.437
215.0,87.523,24.21,13.214
213.78,87.828,23.9,12.909
213.48,87.828,22.98,13.822
213.78,87.523,24.82,13.517
214.09,87.523,24.51,13.517
215.61,87.523,21.16,13.827
216.23,87.523,21.15,13.827
216.23,87.218,21.15,15.352
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
